color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,country,budget,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,title_year,gross_inflation,,,,
Color,George Roy Hill,130,110,131,399,Ted Cassidy,640,102308900,Biography,Katharine Ross,Butch Cassidy and the Sundance Kid,152089,2169,Kenneth Mars,USA,6000000,566,8.1,2.35,0,1969,712697178.4,,,,
Color,Giuliano Montaldo,28,96,4,199,Gena Rowlands,917,,Crime,John Cassavetes,Machine Gun McCain,618,1827,Britt Ekland,Italy,,545,6.2,2.35,85,1969,0,,,,
 Black and White,John Schlesinger,88,113,154,77,Barnard Hughes,183,,Drama,Brenda Vaccaro,Midnight Cowboy,76616,465,John McGiver,USA,3600000,89,7.9,1.85,0,1969,0,,,,
Color,Joshua Logan,20,158,32,417,Lee Marvin,16000,,Comedy,Clint Eastwood,Paint Your Wagon,9352,17775,Ray Walston,USA,20000000,756,6.7,2.35,0,1969,0,,,,
Color,Bob Fosse,15,154,189,388,Ricardo Montalban,683,,Comedy,Sammy Davis Jr.,Sweet Charity,3454,2172,Ben Vereen,USA,20000000,641,7,2.35,548,1969,0,,,,
Color,Al Silliman Jr.,21,93,0,0,Nancy Ison,12,,Comedy,Christina Hart,The Stewardesses,161,24,William Condos,USA,100000,12,4,1.37,17,1969,0,,,,
Color,Sam Peckinpah,147,144,541,242,Warren Oates,682,,Action,William Holden,The Wild Bunch,63192,2379,L.Q. Jones,USA,6244087,288,8,2.35,0,1969,0,,,,
Color,Alfred Hitchcock,50,127,13000,148,John Vernon,204,,Drama,Roscoe Lee Browne,Topaz,12677,753,Philippe Noiret,USA,4000000,187,6.3,1.85,414,1969,0,,,,
Color,Blake Edwards,22,143,688,42,Vernon Dobtcheff,638,5000000,Comedy,Rock Hudson,Darling Lili,1547,788,Jeremy Kemp,USA,25000000,50,6.2,2.35,104,1970,32945489.69,,,,
Color,Russ Meyer,101,109,199,44,Cynthia Myers,503,9000000,Comedy,Charles Napier,Beyond the Valley of the Dolls,7584,731,Harrison Page,USA,900000,46,6.2,2.35,0,1970,59301881.44,,,,
Color,Michael Wadleigh,53,215,14,136,Jimi Hendrix,262,13300000,Documentary,Joe Cocker,Woodstock,12631,778,Joan Baez,USA,600000,227,8.1,2.2,0,1970,87635002.58,,,,
Color,Richard Fleischer,79,160,130,288,Richard Anderson,469,14500000,Action,Joseph Cotten,Tora! Tora! Tora!,25019,1548,James Whitmore,Japan,25000000,377,7.5,2.35,0,1970,95541920.1,,,,
Color,Ted Post,78,95,57,158,Gregory Sierra,220,,Action,Linda Harrison,Beneath the Planet of the Apes,32378,1186,Victor Buono,USA,3000000,162,6.1,2.35,0,1970,0,,,,
Color,Mike Nichols,45,122,0,191,Bob Balaban,643,,Comedy,Bob Newhart,Catch-22,17277,2032,Martin Balsam,USA,18000000,559,7.2,2.35,0,1970,0,,,,
Color,Ossie Davis,30,97,282,148,Cleavon Little,586,,Action,Redd Foxx,Cotton Comes to Harlem,1172,1581,Calvin Lockhart,USA,1200000,434,6.6,1.85,477,1970,0,,,,
Color,Franklin J. Schaffner,112,172,76,78,Karl Malden,654,,Biography,George C. Scott,Patton,76398,1306,Bill Hickman,USA,12000000,416,8,2.2,0,1970,0,,,,
Color,Sam Peckinpah,31,121,541,242,Jason Robards,575,,Comedy,Slim Pickens,The Ballad of Cable Hogue,6350,1970,L.Q. Jones,USA,3716946,372,7.3,1.85,357,1970,0,,,,
Color,Bernardo Bertolucci,120,106,973,48,Stefania Sandrelli,319,,Drama,Jean-Louis Trintignant,The Conformist,17813,500,Dominique Sanda,Italy,750000,90,8.1,1.66,0,1970,0,,,,
Color,Martin Ritt,13,124,58,104,Anthony Zerbe,338,,Drama,Frank Finlay,The Molly Maguires,2603,800,Samantha Eggar,USA,11000000,275,6.9,2.35,608,1970,0,,,,
Color,Sergey Bondarchuk,16,134,27,87,Dan O'Herlihy,279,,Action,Rod Steiger,Waterloo,5911,705,Jack Hawkins,Italy,25000000,128,7.3,2.35,690,1970,0,,,,
Color,James Bidgood,8,65,0,,Bobby Kendall,0,8231,Drama,Don Brooks,Pink Narcissus,803,0,,USA,27000,0,6.7,1.37,85,1971,51958.33993,,,,
Color,Melvin Van Peebles,38,97,101,101,Mario Van Peebles,982,15180000,Crime,John Amos,Sweet Sweetback's Baadasssss Song,3340,1631,Melvin Van Peebles,USA,500000,535,5.5,1.37,566,1971,95824031.11,,,,
Color,Guy Hamilton,120,120,82,175,Lois Maxwell,244,43800000,Action,Desmond Llewelyn,Diamonds Are Forever,74249,1105,Jill St. John,UK,7200000,177,6.7,2.35,0,1971,276488311.1,,,,
Color,Norman Jewison,66,181,278,51,Paul Michael Glaser,402,50000000,Drama,Topol,Fiddler on the Roof,29839,934,Rosalind Harris,USA,9000000,343,8,2.35,0,1971,315625925.9,,,,
Color,Woody Allen,40,82,11000,167,Charlotte Rae,11000,,Comedy,Woody Allen,Bananas,27646,11700,Louise Lasser,USA,2000000,430,7.1,1.37,0,1971,0,,,,
Color,Don Taylor,74,98,11,450,M. Emmet Walsh,595,,Action,Roddy McDowall,Escape from the Planet of the Apes,23546,2373,Sal Mineo,USA,2500000,521,6.3,2.35,819,1971,0,,,,
Color,Robert Wise,57,115,338,45,Paula Kelly,116,,Sci-Fi,David Wayne,The Andromeda Strain,25857,394,Eric Christmas,USA,6500000,112,7.2,2.35,0,1971,0,,,,
Color,William Friedkin,138,104,607,109,Fernando Rey,813,,Action,Roy Scheider,The French Connection,82476,1196,Tony Lo Bianco,USA,1800000,165,7.8,1.85,0,1971,0,,,,
Color,William Friedkin,138,104,607,109,Fernando Rey,813,,Action,Roy Scheider,The French Connection,82476,1196,Tony Lo Bianco,USA,1800000,165,7.8,1.85,0,1971,0,,,,
Color,Laslo Benedek,14,106,6,13,Trevor Howard,440,,Crime,Liv Ullmann,The Night Visitor,544,564,Andrew Keir,USA,,98,6.8,,65,1971,0,,,,
Color,Mel Stuart,104,89,21,124,Jack Albertson,240,,Family,Peter Ostrum,Willy Wonka & the Chocolate Factory,128334,1011,Julie Dawn Cole,USA,3000000,177,7.8,1.33,0,1971,0,,,,
Color,John Waters,73,108,0,105,Mink Stole,462,180483,Comedy,Divine,Pink Flamingos,16792,760,Edith Massey,USA,10000,143,6.1,1.37,0,1972,1103869.434,,,,
Color,Francis Ford Coppola,208,175,0,3000,Marlon Brando,14000,134821952,Crime,Al Pacino,The Godfather,1155770,28122,Robert Duvall,USA,6000000,10000,9.2,1.85,43000,1972,824597506.8,,,,
,Christopher Barnard,,22,0,,,5,,Comedy,Mathew Buck,"10,000 B.C.",6,5,,,,,7.2,,0,1972,0,,,,
Color,J. Lee Thompson,80,88,88,67,Gordon Jump,595,,Action,Roddy McDowall,Conquest of the Planet of the Apes,23268,941,John Randolph,USA,1700000,70,6.1,2.35,794,1972,0,,,,
Color,Ingmar Bergman,76,91,0,92,Ingrid Thulin,440,,Drama,Liv Ullmann,Cries & Whispers,19964,809,Erland Josephson,Sweden,400000,132,8.2,1.66,0,1972,0,,,,
 Black and White,Woody Allen,50,88,11000,258,John Carradine,11000,,Comedy,Woody Allen,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,31077,12034,Lynn Redgrave,USA,2000000,300,6.8,1.85,0,1972,0,,,,
Color,Alfred Hitchcock,110,116,13000,118,Jean Marsh,195,,Thriller,Bernard Cribbins,Frenzy,30982,771,Clive Swift,UK,2000000,146,7.5,1.85,0,1972,0,,,,
Color,Douglas Trumbull,87,89,136,42,Ron Rifkin,844,,Drama,Bruce Dern,Silent Running,20678,1080,Jesse Vint,USA,1000000,184,6.7,1.85,0,1972,0,,,,
 Black and White,Andrei Tarkovsky,144,115,0,12,Anatoliy Solonitsyn,29,,Drama,Donatas Banionis,Solaris,54057,95,Natalya Bondarchuk,Soviet Union,1000000,29,8.1,2.35,0,1972,0,,,,
Color,Martin Scorsese,112,112,17000,354,David Carradine,22000,32645,Crime,Robert De Niro,Mean Streets,67797,23737,David Proval,USA,500000,926,7.4,1.85,0,1973,187971.2334,,,,
Color,Guy Hamilton,136,121,82,189,Geoffrey Holder,581,35400000,Action,Yaphet Kotto,Live and Let Die,74957,1865,Clifton James,UK,7000000,547,6.8,1.66,0,1973,203834635.1,,,,
Color,George Lucas,100,112,0,425,Ron Howard,11000,115000000,Comedy,Harrison Ford,American Graffiti,63839,14954,Mackenzie Phillips,USA,777000,2000,7.5,2.35,0,1973,662174662.2,,,,
Color,George Roy Hill,119,129,131,417,Robert Shaw,1000,159600000,Comedy,Eileen Brennan,The Sting,175607,2387,Ray Walston,USA,5500000,559,8.3,1.85,0,1973,918983270.3,,,,
Color,William Friedkin,304,132,607,259,Linda Blair,1000,204565000,Horror,Ellen Burstyn,The Exorcist,284252,2466,Lee J. Cobb,USA,8000000,931,8,1.37,18000,1973,1177893563,,,,
Color,J. Lee Thompson,62,96,88,196,Paul Williams,595,,Action,Roddy McDowall,Battle for the Planet of the Apes,22764,1432,Claude Akins,USA,1800000,356,5.5,2.35,511,1973,0,,,,
Color,Clint Eastwood,72,105,16000,258,Richard Bull,16000,,Mystery,Clint Eastwood,High Plains Drifter,36381,17599,John Hillerman,USA,5500000,742,7.6,2.35,0,1973,0,,,,
Color,Sam Peckinpah,54,106,541,372,Bob Dylan,773,,Biography,James Coburn,Pat Garrett & Billy the Kid,13467,2409,Jason Robards,USA,4638783,476,7.4,2.35,0,1973,0,,,,
Color,Woody Allen,66,89,11000,45,John Beck,11000,,Comedy,Woody Allen,Sleeper,33335,11192,Mews Small,USA,2000000,66,7.3,1.85,0,1973,0,,,,
Color,Guy Hamilton,118,125,82,244,Hervé Villechaize,16000,21000000,Action,Christopher Lee,The Man with the Golden Gun,73950,17611,Desmond Llewelyn,UK,13000000,387,6.8,1.66,2000,1974,108900547.7,,,,
Color,Tobe Hooper,277,88,365,177,Edwin Neal,383,30859000,Horror,Gunnar Hansen,The Texas Chain Saw Massacre,96410,1094,Marilyn Burns,USA,83532,371,7.5,1.85,0,1974,160026761.9,,,,
Color,Tobe Hooper,277,88,365,177,Edwin Neal,383,30859000,Horror,Gunnar Hansen,The Texas Chain Saw Massacre,96411,1094,Marilyn Burns,USA,83532,371,7.5,1.85,0,1974,160026761.9,,,,
Color,Joe Camp,5,86,24,142,Peter Breck,407,39552600,Adventure,Frances Bavier,Benji,3411,1090,Edgar Buchanan,USA,500000,189,6.1,1.85,816,1974,205109514.4,,,,
Color,Francis Ford Coppola,149,220,0,3000,Al Pacino,22000,57300000,Crime,Robert De Niro,The Godfather: Part II,790926,39960,Robert Duvall,USA,13000000,14000,9,1.85,14000,1974,297142922.9,,,,
 Black and White,Mel Brooks,129,106,0,481,Peter Boyle,1000,86300000,Comedy,Madeline Kahn,Young Frankenstein,112671,2703,Teri Garr,USA,2800000,595,8,1.85,14000,1974,447529393.5,,,,
Color,Mel Brooks,121,93,0,628,David Huddleston,1000,119500000,Comedy,Madeline Kahn,Blazing Saddles,95294,4701,Harvey Korman,USA,2600000,1000,7.8,2.35,12000,1974,619695973.6,,,,
Color,Francis Ford Coppola,149,113,0,324,Teri Garr,11000,,Drama,Harrison Ford,The Conversation,74651,12157,Cindy Williams,USA,1600000,481,7.9,1.37,6000,1974,0,,,,
Color,Billy Wilder,34,105,0,116,Harold Gould,597,,Comedy,Austin Pendleton,The Front Page,9007,1218,David Wayne,USA,4000000,222,7.3,2.35,661,1974,0,,,,
Color,Terry Gilliam,131,91,0,332,Michael Palin,795,1229197,Adventure,Eric Idle,Monty Python and the Holy Grail,382240,2158,Terry Jones,UK,229575,561,8.3,1.66,14000,1975,5841130.435,,,,
Color,Milos Forman,149,133,869,425,Michael Berryman,888,112000000,Drama,Scatman Crothers,One Flew Over the Cuckoo's Nest,680041,2176,Louise Fletcher,USA,4400000,721,8.7,1.85,32000,1975,532222750.9,,,,
Color,Steven Spielberg,385,130,14000,366,Robert Shaw,813,260000000,Adventure,Roy Scheider,Jaws,412454,2047,Murray Hamilton,USA,8000000,559,8,2.35,21000,1975,1235517100,,,,
Color,Stanley Kubrick,124,184,0,111,Steven Berkoff,385,,Adventure,Ryan O'Neal,Barry Lyndon,101627,1104,Hardy Krüger,UK,11000000,293,8.1,1.66,0,1975,0,,,,
Color,Paul Bartel,164,80,43,668,David Carradine,13000,,Action,Sylvester Stallone,Death Race 2000,19875,14950,Martin Kove,USA,300000,926,6.2,1.85,0,1975,0,,,,
Color,Blake Edwards,33,113,688,80,Herbert Lom,462,,Comedy,Burt Kwouk,The Return of the Pink Panther,19596,971,Catherine Schell,UK,5000000,278,7.1,2.35,620,1975,0,,,,
Color,Michael Anderson,112,119,23,440,Jenny Agutter,1000,25000000,Action,Farrah Fawcett,Logan's Run,39847,2951,Peter Ustinov,USA,9000000,659,6.8,2.35,0,1976,112327328.6,,,,
Color,John G. Avildsen,141,145,80,794,Burgess Meredith,13000,117235247,Drama,Sylvester Stallone,Rocky,375240,16094,Carl Weathers,USA,960000,1000,8.1,1.33,0,1976,526748884.8,,,,
Color,Alfred Hitchcock,67,120,13000,416,Bruce Dern,897,,Comedy,Ed Lauter,Family Plot,15293,2811,William Devane,USA,4490375,844,6.8,1.85,609,1976,0,,,,
Color,Sidney Lumet,161,121,0,682,Faye Dunaway,3000,,Drama,Robert Duvall,Network,103493,5987,William Holden,USA,3800000,977,8.1,1.85,17000,1976,0,,,,
Color,Richard Lester,27,106,44,136,Denholm Elliott,559,,Adventure,Robert Shaw,Robin and Marian,8930,1199,Nicol Williamson,USA,5000000,249,6.6,1.85,672,1976,0,,,,
Color,Mel Brooks,39,87,0,753,Dom DeLuise,898,,Comedy,Sid Caesar,Silent Movie,12666,2951,Bernadette Peters,USA,4400000,842,6.7,1.85,629,1976,0,,,,
Color,Martin Scorsese,211,110,17000,595,Albert Brooks,22000,,Crime,Robert De Niro,Taxi Driver,507063,23525,Peter Boyle,USA,1300000,745,8.3,1.85,35000,1976,0,,,,
Color,Michael Ritchie,40,102,23,57,Vic Morrow,288,,Comedy,Tatum O'Neal,The Bad News Bears,16323,677,Joyce Van Patten,USA,,257,7.3,1.85,0,1976,0,,,,
Color,Richard Donner,154,107,503,108,Patrick Troughton,264,,Fantasy,Lee Remick,The Omen,80958,673,Billie Whitelaw,UK,2800000,139,7.6,2.35,7000,1976,0,,,,
Color,Richard Donner,154,107,503,108,Patrick Troughton,264,,Fantasy,Lee Remick,The Omen,80961,673,Billie Whitelaw,UK,2800000,139,7.6,2.35,7000,1976,0,,,,
Color,Dick Richards,6,107,6,375,Terence Hill,963,1000000,Adventure,Catherine Deneuve,March or Die,2215,2209,Jack O'Halloran,UK,9000000,750,6.3,1.85,122,1977,4218762.376,,,,
Color,John 'Bud' Cardos,95,97,8,22,Hoke Howell,423,17000000,Horror,Woody Strode,Kingdom of the Spiders,3274,516,Tiffany Bolling,USA,500000,23,5.9,1.85,0,1977,71718960.4,,,,
Color,Woody Allen,154,93,11000,629,Carol Kane,11000,39200000,Comedy,Woody Allen,Annie Hall,192940,12691,Shelley Duvall,USA,4000000,636,8.1,1.37,0,1977,165375485.1,,,,
Color,Lewis Gilbert,112,123,43,238,Desmond Llewelyn,456,46800000,Action,Caroline Munro,The Spy Who Loved Me,76477,1326,Barbara Bach,UK,14000000,244,7.1,2.35,0,1977,197438079.2,,,,
 Black and White,Richard Attenborough,56,175,0,14,Dirk Bogarde,385,50800000,Drama,Ryan O'Neal,A Bridge Too Far,40277,669,Wolfgang Preiss,USA,26000000,232,7.4,2.35,0,1977,214313128.7,,,,
Color,Steven Spielberg,171,135,14000,252,Teri Garr,559,128300000,Drama,Bob Balaban,Close Encounters of the Third Kind,139288,1591,Melinda Dillon,USA,19400870,481,7.7,2.35,0,1977,541267212.9,,,,
Color,George Lucas,282,125,0,504,Peter Cushing,11000,460935665,Action,Harrison Ford,Star Wars: Episode IV - A New Hope,911097,13485,Kenny Baker,USA,11000000,1000,8.7,2.35,33000,1977,1944578041,,,,
Color,Peter Hyams,64,130,0,826,Sam Waterston,1000,,Action,David Huddleston,Capricorn One,15988,5191,Hal Holbrook,USA,5000000,849,6.8,2.35,2000,1977,0,,,,
Color,Jack Smight,41,91,22,255,Jan-Michael Vincent,669,,Sci-Fi,George Peppard,Damnation Alley,3701,1769,Paul Winfield,USA,17000000,642,5.2,2.35,903,1977,0,,,,
 Black and White,David Lynch,152,89,0,121,Jack Nance,195,,Fantasy,Hal Landon Jr.,Eraserhead,69831,837,Charlotte Stewart,USA,20000,158,7.4,1.37,0,1977,0,,,,
Color,John Boorman,82,118,128,467,Richard Burton,931,,Horror,Linda Blair,Exorcist II: The Heretic,16294,2704,Ned Beatty,USA,14000000,726,3.7,1.85,889,1977,0,,,,
Color,Mel Brooks,55,94,0,605,Harvey Korman,1000,,Comedy,Madeline Kahn,High Anxiety,15115,2861,Dick Van Patten,USA,3400000,628,6.7,1.85,0,1977,0,,,,
Color,Fred Zinnemann,38,117,160,898,Jane Fonda,11000,,Drama,Meryl Streep,Julia,6454,15604,Vanessa Redgrave,USA,7840000,949,7.4,1.85,733,1977,0,,,,
Color,Martin Scorsese,59,136,17000,213,Liza Minnelli,22000,,Drama,Robert De Niro,"New York, New York",13548,23378,Mary Kay Place,USA,14000000,740,6.7,1.66,932,1977,0,,,,
Color,William Friedkin,84,92,607,35,Joe Spinell,813,,Adventure,Roy Scheider,Sorcerer,9513,1011,Amidou,USA,12000000,85,7.7,1.85,0,1977,0,,,,
Color,John Landis,82,83,644,11,Barry Dennen,119,,Comedy,David Zucker,The Kentucky Fried Movie,13915,190,Tara Strohmeier,USA,650000,29,6.5,1.85,0,1977,0,,,,
Color,Martin Scorsese,71,117,17000,476,Levon Helm,725,321952,Documentary,Ringo Starr,The Last Waltz,12611,2783,Bob Dylan,USA,,572,8.2,1.85,0,1978,1262412.308,,,,
Color,James Fargo,2,127,109,324,Joseph Cotten,16000,1000000,Action,Christopher Lee,Caravans,524,17250,Behrouz Vossoughi,Iran,14000000,469,6.5,2.35,76,1978,3921119.632,,,,
Color,Sidney Lumet,32,118,0,227,Diana Ross,738,13000000,Adventure,Lena Horne,The Wiz,10895,1458,Theresa Merritt,USA,24000000,295,5.2,1.85,0,1978,50974555.21,,,,
Color,John Carpenter,318,101,0,598,Donald Pleasence,2000,47000000,Horror,Jamie Lee Curtis,Halloween,157857,4400,P.J. Soles,USA,300000,742,7.9,2.35,12000,1978,184292622.7,,,,
Color,John Carpenter,318,101,0,598,Donald Pleasence,2000,47000000,Horror,Jamie Lee Curtis,Halloween,157857,4400,P.J. Soles,USA,300000,742,7.9,2.35,12000,1978,184292622.7,,,,
Color,John Carpenter,318,101,0,598,Donald Pleasence,2000,47000000,Horror,Jamie Lee Curtis,Halloween,157863,4400,P.J. Soles,USA,300000,742,7.9,2.35,12000,1978,184292622.7,,,,
Color,Jeannot Szwarc,75,131,82,85,Murray Hamilton,813,102922376,Adventure,Roy Scheider,Jaws 2,51314,1520,Joseph Mascolo,USA,20000000,366,5.7,2.35,0,1978,403570949.1,,,,
Color,Richard Donner,169,188,503,467,Margot Kidder,10000,134218018,Action,Marlon Brando,Superman,126357,12940,Ned Beatty,USA,55000000,593,7.3,2.35,0,1978,526284905.3,,,,
Color,John Landis,94,109,644,559,Karen Allen,1000,141600000,Comedy,John Belushi,Animal House,90177,3468,Tim Matheson,USA,3000000,783,7.6,1.85,0,1978,555230539.9,,,,
Color,Randal Kleiser,124,110,116,898,Stockard Channing,1000,181360000,Musical,Olivia Newton-John,Grease,170027,5127,Sid Caesar,USA,6000000,944,7.2,2.35,13000,1978,711134256.4,,,,
Color,Sharron Miller,8,79,0,23,Elizabeth MacRae,246,,Horror,Bernard Fox,Alien Zone,440,345,Charles Aidman,USA,350000,29,4.1,,44,1978,0,,,,
Color,Terrence Malick,112,94,0,180,Stuart Margolin,820,,Drama,Sam Shepard,Days of Heaven,37594,1618,Richard Libertini,USA,3000000,350,8,1.85,0,1978,0,,,,
Color,Norman Jewison,20,145,278,279,Peter Boyle,13000,,Drama,Sylvester Stallone,F.I.S.T.,5561,14735,Rod Steiger,USA,11000000,595,6.4,1.85,745,1978,0,,,,
 Black and White,Guy Hamilton,22,126,82,576,Carl Weathers,11000,,Action,Harrison Ford,Force 10 from Navarone,13587,13591,Franco Nero,UK,5000000,794,6.3,2.35,729,1978,0,,,,
Color,Franklin J. Schaffner,55,125,76,801,Anne Meara,1000,,Drama,Laurence Olivier,The Boys from Brazil,20660,4659,Steve Guttenberg,UK,12000000,837,7,1.85,0,1978,0,,,,
Color,Michael Cimino,140,183,517,652,Meryl Streep,22000,,Drama,Robert De Niro,The Deer Hunter,232577,34025,John Savage,UK,15000000,11000,8.2,2.35,11000,1978,0,,,,
Color,Mark Rydell,32,125,43,122,Frederic Forrest,563,29200000,Drama,David Keith,The Rose,6142,1097,Alan Bates,USA,8500000,236,6.9,1.85,1000,1979,102826231.4,,,,
Color,Don Siegel,53,112,152,459,Patrick McGoohan,16000,36500000,Biography,Clint Eastwood,Escape from Alcatraz,87090,17568,Fred Ward,USA,8000000,466,7.6,1.85,0,1979,128532789.3,,,,
Color,Lewis Gilbert,121,126,43,177,Lois Chiles,244,62700000,Action,Desmond Llewelyn,Moonraker,69534,1008,Lois Maxwell,UK,34000000,202,6.3,2.35,0,1979,220794681.8,,,,
Color,James Frawley,63,95,21,842,Jim Henson,1000,76657000,Adventure,Madeline Kahn,The Muppet Movie,25498,5673,Dom DeLuise,UK,,985,7.7,1.85,0,1979,269943507.6,,,,
Color,Francis Ford Coppola,261,289,0,3000,Marlon Brando,11000,78800000,Drama,Harrison Ford,Apocalypse Now,450676,25313,Robert Duvall,USA,31500000,10000,8.5,2.35,19000,1979,277489966.9,,,,
Color,Ridley Scott,392,116,0,513,Yaphet Kotto,1000,78900000,Horror,Tom Skerritt,Alien,563827,2524,Bolaji Badejo,UK,11000000,581,8.5,2.35,23000,1979,277842111.6,,,,
Color,Robert Wise,134,143,338,643,Nichelle Nichols,12000,82300000,Adventure,Leonard Nimoy,Star Trek: The Motion Picture,63330,16007,Walter Koenig,USA,35000000,664,6.4,2.35,0,1979,289815028.9,,,,
 Black and White,Sidney Lumet,177,96,0,253,Lee J. Cobb,359,,Crime,Jack Warden,12 Angry Men,447785,1433,John Fiedler,USA,350000,259,8.9,1.66,40000,1979,0,,,,
Color,Bob Fosse,84,123,189,87,Ben Vereen,813,,Comedy,Roy Scheider,All That Jazz,19228,1476,Max Wright,USA,,388,7.8,1.85,0,1979,0,,,,
Color,George Miller,208,93,750,28,Steve Bisley,728,,Action,Hugh Keays-Byrne,Mad Max,152232,928,Joanne Samuel,Australia,200000,76,7,2.35,10000,1979,0,,,,
Color,Ronald Neame,42,108,38,316,Karl Malden,940,,Action,Martin Landau,Meteor,5237,1945,Brian Keith,USA,16000000,416,4.9,2.35,392,1979,0,,,,
Color,Jamaa Fanaka,23,99,9,10,Chuck Mitchell,116,,Crime,Leon Isaac Kennedy,Penitentiary,509,170,Wilbur 'Hi-Fi' White,USA,100000,24,5.8,1.85,157,1979,0,,,,
Color,John Frankenheimer,70,102,287,79,Richard Dysart,452,,Horror,Talia Shire,Prophecy,3000,729,Robert Foxworth,USA,12000000,122,5.4,2.35,902,1979,0,,,,
Color,Gary Nelson,90,98,20,160,Maximilian Schell,889,,Action,Robert Forster,The Black Hole,18481,2110,Yvette Mimieux,USA,20000000,877,5.9,2.35,4000,1979,0,,,,
Color,Carroll Ballard,33,118,19,48,Kelly Reno,481,,Adventure,Teri Garr,The Black Stallion,8856,681,Hoyt Axton,USA,2700000,81,7.4,1.85,0,1979,0,,,,
 Black and White,Michael Crichton,23,110,735,20,Michael Elphick,187,,Adventure,Lesley-Anne Down,The Great Train Robbery,11623,297,Pamela Salem,UK,6000000,34,7,1.85,643,1979,0,,,,
 Black and White,Martin Scorsese,151,121,17000,356,Cathy Moriarty,22000,45250,Biography,Robert De Niro,Raging Bull,235133,23008,Frank Vincent,USA,18000000,394,8.3,1.85,0,1980,140394.1657,,,,
Color,Michael Cimino,102,325,517,678,Sam Waterston,12000,1500000,Adventure,Jeff Bridges,Heaven's Gate,9830,14255,Isabelle Huppert,USA,44000000,849,6.8,2.35,1000,1980,4653950.243,,,,
Color,Nancy Walker,26,124,42,161,Randy Jones,801,2000000,Biography,Steve Guttenberg,Can't Stop the Music,2998,1462,Caitlyn Jenner,USA,20000000,174,4.5,2.35,1000,1980,6205266.99,,,,
Color,Jerry Jameson,32,119,5,249,Jason Robards,521,7000000,Action,M. Emmet Walsh,Raise the Titanic,2933,1883,Anne Archer,UK,36000000,372,4.7,2.35,328,1980,21718434.47,,,,
Color,John Carpenter,212,89,0,606,Hal Holbrook,2000,21378000,Fantasy,Jamie Lee Curtis,The Fog,46492,4877,Janet Leigh,USA,1000000,826,6.8,2.35,7000,1980,66328098.86,,,,
Color,John Carpenter,212,89,0,606,Hal Holbrook,2000,21378000,Fantasy,Jamie Lee Curtis,The Fog,46493,4878,Janet Leigh,USA,1000000,826,6.8,2.35,7000,1980,66328098.86,,,,
Color,Brian De Palma,121,104,0,517,David Margulies,754,31899000,Mystery,Angie Dickinson,Dressed to Kill,23986,2442,Nancy Allen,USA,6500000,567,7.1,2.35,0,1980,98970905.86,,,,
Color,Harold Ramis,71,98,11000,484,Rodney Dangerfield,13000,39800000,Comedy,Bill Murray,Caddyshack,81599,14921,Brian Doyle-Murray,USA,6000000,573,7.4,1.85,0,1980,123484813.1,,,,
Color,John Landis,125,148,644,326,Aretha Franklin,1000,54200000,Action,John Belushi,The Blues Brothers,142448,2566,Ray Charles,USA,27000000,809,7.9,1.85,14000,1980,168162735.4,,,,
